Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1420210,Credit card,,Late fee,,NY,10031,Web,6/13/2015,6/13/2015,Citibank,Closed with explanation,Yes,
1420268,Credit card,,Identity theft / Fraud / Embezzlement,,IL,60445,Web,6/13/2015,6/13/2015,Citibank,Closed with explanation,Yes,Yes
1419468,Credit card,,Closing/Cancelling account,,OR,97007,Web,6/12/2015,6/12/2015,Capital One,Closed with non-monetary relief,Yes,
1419533,Credit card,,Credit determination,,FL,32539,Web,6/12/2015,6/12/2015,JPMorgan Chase,Closed with explanation,Yes,
1419686,Credit card,,Billing disputes,,NJ,7753,Web,6/12/2015,6/12/2015,Capital One,Closed with non-monetary relief,Yes,
1419904,Credit card,,Credit determination,,OR,97205,Web,6/12/2015,6/15/2015,Bank of America,Closed with explanation,Yes,Yes
1419611,Credit card,,Billing disputes,,VA,20111,Web,6/12/2015,6/12/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1419733,Credit card,,Other fee,,NY,11767,Web,6/12/2015,6/16/2015,JPMorgan Chase,Closed with explanation,Yes,
1418336,Credit card,,Closing/Cancelling account,,NJ,7310,Web,6/12/2015,6/12/2015,Discover,Closed with explanation,Yes,
1418367,Credit card,,Other,,KY,41071,Web,6/12/2015,6/12/2015,Capital One,Closed with explanation,Yes,
1418827,Credit card,,Unsolicited issuance of credit card,,PA,18938,Postal mail,6/12/2015,6/17/2015,Wells Fargo,Closed with explanation,Yes,
1419090,Credit card,,Delinquent account,,NY,11418,Postal mail,6/12/2015,6/15/2015,Citibank,Closed with monetary relief,Yes,
1418993,Credit card,,Customer service / Customer relations,,KY,40511,Web,6/12/2015,6/12/2015,Discover,Closed with explanation,Yes,
1419014,Credit card,,Rewards,,NY,11204,Web,6/12/2015,6/12/2015,Amex,Closed with explanation,Yes,
1419060,Credit card,,Identity theft / Fraud / Embezzlement,,IL,60302,Web,6/12/2015,6/12/2015,PayPal,Closed with non-monetary relief,Yes,
1416868,Credit card,,Cash advance fee,,FL,34736,Referral,6/11/2015,6/15/2015,Wells Fargo,Closed with explanation,Yes,
1416121,Credit card,,Identity theft / Fraud / Embezzlement,,GA,39817,Web,6/11/2015,6/16/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1417235,Credit card,,Billing disputes,,MD,21229,Web,6/11/2015,6/11/2015,GE Capital Retail,Closed with explanation,Yes,
1416107,Credit card,,Other,,MD,20910,Web,6/11/2015,6/11/2015,Citibank,Closed with monetary relief,Yes,Yes
1416456,Credit card,,Other,,FL,33625,Web,6/11/2015,6/11/2015,Citibank,Closed with explanation,Yes,
1416417,Credit card,,Unsolicited issuance of credit card,,IL,60202,Web,6/11/2015,6/11/2015,PayPal,Closed with monetary relief,Yes,
1416594,Credit card,,Unsolicited issuance of credit card,,MA,2151,Web,6/11/2015,6/15/2015,PayPal,Closed with explanation,Yes,
1416595,Credit card,,Payoff process,,PA,15237,Web,6/11/2015,6/11/2015,GE Capital Retail,Closed with monetary relief,Yes,
1416619,Credit card,,Identity theft / Fraud / Embezzlement,,IL,60655,Referral,6/11/2015,6/16/2015,Amex,Closed with explanation,Yes,Yes
1417159,Credit card,,Closing/Cancelling account,,DC,20007,Web,6/11/2015,6/11/2015,TD Bank,Closed with explanation,Yes,Yes
1416974,Credit card,,Advertising and marketing,,OH,43035,Web,6/11/2015,6/11/2015,Citibank,Closed with non-monetary relief,Yes,
1417031,Credit card,,APR or interest rate,,FL,32952,Web,6/11/2015,6/11/2015,Citibank,Closed with explanation,Yes,
1417060,Credit card,,Advertising and marketing,,FL,32950,Web,6/11/2015,6/11/2015,PNC Bank,Closed with explanation,Yes,
1417090,Credit card,,Other fee,,PA,19136,Web,6/11/2015,6/11/2015,JPMorgan Chase,Closed with monetary relief,Yes,
1417065,Credit card,,Advertising and marketing,,CA,95252,Web,6/11/2015,6/11/2015,Capital One,Closed with explanation,Yes,
1417130,Credit card,,Bankruptcy,,MD,20772,Web,6/11/2015,6/16/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1417602,Credit card,,Billing disputes,,WI,54935,Web,6/11/2015,6/11/2015,Citibank,Closed with explanation,Yes,
1417260,Credit card,,Closing/Cancelling account,,CA,90274,Web,6/11/2015,6/11/2015,HSBC,Closed with explanation,Yes,
1417362,Credit card,,Billing disputes,,PA,15642,Web,6/11/2015,6/16/2015,Sterling Jewelers Inc.,In progress,Yes,
1417643,Credit card,,Billing disputes,,MD,21237,Web,6/11/2015,6/11/2015,Capital One,Closed with explanation,Yes,Yes
1417695,Credit card,,Credit determination,,VA,20111,Web,6/11/2015,6/11/2015,Amex,Closed with explanation,Yes,Yes
1417742,Credit card,,Billing disputes,,CA,95125,Postal mail,6/11/2015,6/16/2015,TD Bank,Closed with monetary relief,Yes,
1417750,Credit card,,Other,,LA,70058,Web,6/11/2015,6/16/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1417944,Credit card,,Credit determination,,VA,20111,Web,6/11/2015,6/11/2015,Amex,Closed with explanation,Yes,Yes
1418270,Credit card,,Customer service / Customer relations,,TX,78745,Web,6/11/2015,6/12/2015,JPMorgan Chase,Closed with explanation,Yes,
1418282,Credit card,,Other,,SC,29615,Web,6/11/2015,6/12/2015,Amex,Closed with explanation,Yes,Yes
1418281,Credit card,,APR or interest rate,,WI,53932,Web,6/11/2015,6/12/2015,GE Capital Retail,Closed with monetary relief,Yes,
1418308,Credit card,,Advertising and marketing,,NC,28078,Web,6/11/2015,6/12/2015,Barclays,In progress,Yes,
1416281,Credit card,,Late fee,,NY,12538,Web,6/11/2015,6/11/2015,Capital One,Closed with monetary relief,Yes,
1416237,Credit card,,Billing disputes,,FL,33442,Web,6/11/2015,6/11/2015,Citibank,Closed with explanation,Yes,
1417494,Credit card,,Delinquent account,,FL,32277,Web,6/11/2015,6/11/2015,Bank of America,In progress,Yes,
1417479,Credit card,,Customer service / Customer relations,,PA,15234,Web,6/11/2015,6/11/2015,Amex,Closed with non-monetary relief,Yes,
1415592,Credit card,,Late fee,,FL,32792,Web,6/10/2015,6/11/2015,GE Capital Retail,Closed with explanation,Yes,
1415628,Credit card,,Identity theft / Fraud / Embezzlement,,GA,31907,Web,6/10/2015,6/10/2015,GE Capital Retail,Closed with explanation,Yes,
1415641,Credit card,,Other,,NY,12025,Web,6/10/2015,6/15/2015,Amex,Closed with explanation,Yes,
1415630,Credit card,,Other,,GA,31907,Web,6/10/2015,6/10/2015,Navy FCU,In progress,Yes,
1415629,Credit card,,Identity theft / Fraud / Embezzlement,,GA,31907,Web,6/10/2015,6/10/2015,GE Capital Retail,Closed with explanation,Yes,
1415769,Credit card,,Billing disputes,,PA,19608,Postal mail,6/10/2015,6/15/2015,Santander Bank US,In progress,Yes,
1415716,Credit card,,Customer service / Customer relations,,CA,94030,Web,6/10/2015,6/10/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1416027,Credit card,,APR or interest rate,,TX,77008,Web,6/10/2015,6/10/2015,Wells Fargo,Closed with monetary relief,Yes,
1415819,Credit card,,Billing disputes,,MD,20724,Web,6/10/2015,6/10/2015,Wells Fargo,Closed with non-monetary relief,Yes,
1415795,Credit card,,Identity theft / Fraud / Embezzlement,,CA,95610,Web,6/10/2015,6/15/2015,Bank of America,In progress,Yes,
1415814,Credit card,,Payoff process,,MD,20721,Referral,6/10/2015,6/15/2015,Citibank,Closed with explanation,Yes,
1415838,Credit card,,Identity theft / Fraud / Embezzlement,,MN,55413,Web,6/10/2015,6/10/2015,Bank of America,In progress,Yes,
1416028,Credit card,,Other,,WA,98674,Web,6/10/2015,6/15/2015,Element Global Services,Closed with explanation,Yes,
1416149,Credit card,,Balance transfer,,CA,92081,Web,6/10/2015,6/11/2015,JPMorgan Chase,Closed with explanation,Yes,
1416167,Credit card,,Credit line increase/decrease,,VT,5457,Web,6/10/2015,6/11/2015,GE Capital Retail,Closed with explanation,Yes,
1416170,Credit card,,Other fee,,WI,53711,Web,6/10/2015,6/11/2015,GE Capital Retail,Closed with monetary relief,Yes,
1416207,Credit card,,Billing disputes,,TN,37215,Web,6/10/2015,6/11/2015,Amex,Closed with explanation,Yes,Yes
1417673,Credit card,,Billing disputes,,NJ,7728,Web,6/10/2015,6/11/2015,Citibank,Closed with explanation,Yes,
1415609,Credit card,,Late fee,,CA,95642,Web,6/10/2015,6/10/2015,"Continental Finance Company, LLC",In progress,Yes,
1414167,Credit card,,Advertising and marketing,,MA,1612,Web,6/10/2015,6/10/2015,Citibank,Closed with explanation,Yes,Yes
1414291,Credit card,,Advertising and marketing,,WA,98391,Web,6/10/2015,6/10/2015,Barclays,Closed with explanation,Yes,Yes
1414511,Credit card,,Application processing delay,,NJ,7506,Postal mail,6/10/2015,6/15/2015,Wells Fargo,Closed with explanation,Yes,
1414374,Credit card,,Closing/Cancelling account,,IL,60622,Web,6/10/2015,6/10/2015,JPMorgan Chase,Closed with explanation,Yes,
1414414,Credit card,,Delinquent account,,ME,4083,Referral,6/10/2015,6/12/2015,Citibank,Closed with non-monetary relief,Yes,
1414504,Credit card,,Billing disputes,,AZ,86413,Referral,6/10/2015,6/10/2015,Citibank,Closed with explanation,Yes,Yes
1414538,Credit card,,Identity theft / Fraud / Embezzlement,,NM,87571,Postal mail,6/10/2015,6/10/2015,Bank of America,In progress,Yes,
1414560,Credit card,,Sale of account,,NJ,7675,Web,6/10/2015,6/10/2015,JPMorgan Chase,Closed with explanation,Yes,
1414634,Credit card,,Other fee,,WA,98109,Referral,6/10/2015,6/15/2015,Bank of America,In progress,Yes,
1414686,Credit card,,Billing disputes,,AZ,85326,Phone,6/10/2015,6/11/2015,Barclays,In progress,Yes,
1414743,Credit card,,Billing disputes,,TN,37312,Web,6/10/2015,6/15/2015,GE Capital Retail,Closed with explanation,Yes,
1414791,Credit card,,Late fee,,NY,10473,Referral,6/10/2015,6/11/2015,JPMorgan Chase,Closed with explanation,Yes,
1415161,Credit card,,Customer service / Customer relations,,NJ,7012,Web,6/10/2015,6/10/2015,Citibank,Closed with explanation,Yes,Yes
1414919,Credit card,,Credit line increase/decrease,,NJ,8204,Web,6/10/2015,6/10/2015,Citibank,Closed with explanation,Yes,
1414993,Credit card,,Cash advance,,PA,18966,Referral,6/10/2015,6/15/2015,Wells Fargo,Closed with explanation,Yes,
1415122,Credit card,,Billing disputes,,CA,92104,Web,6/10/2015,6/10/2015,JPMorgan Chase,Closed with explanation,Yes,
1415123,Credit card,,APR or interest rate,,OR,97027,Referral,6/10/2015,6/15/2015,Citibank,Closed with explanation,Yes,
1415217,Credit card,,Customer service / Customer relations,,FL,33130,Phone,6/10/2015,6/15/2015,"Continental Finance Company, LLC",In progress,Yes,
1415195,Credit card,,Customer service / Customer relations,,CA,92646,Web,6/10/2015,6/10/2015,Capital One,Closed with explanation,Yes,
1415287,Credit card,,Identity theft / Fraud / Embezzlement,,NY,10010,Referral,6/10/2015,6/15/2015,TD Bank,Closed with monetary relief,Yes,
1415446,Credit card,,Billing disputes,,NY,11754,Referral,6/10/2015,6/15/2015,JPMorgan Chase,Closed with explanation,Yes,
1415455,Credit card,,Other,,NJ,7717,Referral,6/10/2015,6/15/2015,Citibank,Closed with explanation,Yes,
1415451,Credit card,,Payoff process,,TX,77057,Referral,6/10/2015,6/15/2015,JPMorgan Chase,Closed with explanation,Yes,
1415511,Credit card,,Customer service / Customer relations,,GA,30564,Web,6/10/2015,6/10/2015,State Farm Bank,Closed with explanation,Yes,
1415418,Credit card,,Rewards,,NY,10552,Web,6/10/2015,6/10/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1412501,Credit card,,Delinquent account,,MA,2465,Web,6/9/2015,6/9/2015,Capital One,Closed with explanation,Yes,Yes
1415647,Credit card,,Other,,UT,84116,Web,6/9/2015,6/10/2015,Amex,Closed with explanation,Yes,
1412515,Credit card,,Balance transfer,,IL,60432,Web,6/9/2015,6/9/2015,JPMorgan Chase,Closed with explanation,Yes,
1415632,Credit card,,Delinquent account,,CA,95355,Web,6/9/2015,6/12/2015,Encore Capital Group,Closed with non-monetary relief,Yes,Yes
1412600,Credit card,,APR or interest rate,,KY,40299,Web,6/9/2015,6/9/2015,Wells Fargo,Closed with monetary relief,Yes,
1412659,Credit card,,Billing disputes,,NC,28420,Web,6/9/2015,6/9/2015,Barclays,In progress,Yes,
1415654,Credit card,,Delinquent account,,CA,95355,Web,6/9/2015,6/16/2015,"First Step Group, LLC",In progress,Yes,
1412871,Credit card,,Billing disputes,,NY,12477,Web,6/9/2015,6/9/2015,Citibank,Closed with explanation,Yes,
1415765,Credit card,,Billing disputes,,CA,90046,Web,6/9/2015,6/10/2015,Navy FCU,In progress,Yes,
1413221,Credit card,,Identity theft / Fraud / Embezzlement,,TX,76548,Web,6/9/2015,6/9/2015,Wells Fargo,Closed with explanation,Yes,
1413241,Credit card,,Closing/Cancelling account,,AL,36608,Postal mail,6/9/2015,6/10/2015,Amex,Closed with explanation,Yes,
1413344,Credit card,,Billing statement,,OH,45220,Web,6/9/2015,6/9/2015,Amex,Closed with explanation,Yes,
1413435,Credit card,,Billing disputes,,NV,89130,Web,6/9/2015,6/9/2015,Citibank,Closed with explanation,Yes,Yes
1413389,Credit card,,Privacy,,PA,19001,Web,6/9/2015,6/9/2015,TD Bank,Closed with explanation,Yes,
1413431,Credit card,,Billing disputes,,PA,15120,Web,6/9/2015,6/9/2015,Capital One,Closed with non-monetary relief,Yes,
1413471,Credit card,,Late fee,,CO,80111,Web,6/9/2015,6/9/2015,JPMorgan Chase,Closed with monetary relief,Yes,
1413511,Credit card,,Closing/Cancelling account,,IN,47904,Web,6/9/2015,6/9/2015,Amex,Closed with explanation,Yes,Yes
1413567,Credit card,,Other fee,,CA,92701,Web,6/9/2015,6/9/2015,Regions,Closed with monetary relief,Yes,Yes
1413551,Credit card,,Credit determination,,FL,33761,Phone,6/9/2015,6/11/2015,Barclays,Closed with non-monetary relief,Yes,
1413630,Credit card,,Transaction issue,,CA,93550,Web,6/9/2015,6/9/2015,Wells Fargo,Closed with explanation,Yes,
1413745,Credit card,,Billing statement,,VA,22603,Web,6/9/2015,6/9/2015,Citibank,Closed with monetary relief,Yes,Yes
1413713,Credit card,,Rewards,,CO,80130,Web,6/9/2015,6/9/2015,Citibank,Closed with explanation,Yes,Yes
1413966,Credit card,,Credit determination,,,38506,Web,6/9/2015,6/9/2015,Bank of America,Closed with non-monetary relief,Yes,
1413955,Credit card,,Other,,CA,93726,Postal mail,6/9/2015,6/12/2015,Citibank,Closed with explanation,Yes,
1414065,Credit card,,Customer service / Customer relations,,TX,77054,Web,6/9/2015,6/10/2015,Bank of America,In progress,Yes,
1414099,Credit card,,Credit determination,,MA,2145,Web,6/9/2015,6/10/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1413629,Credit card,,Other,,DE,19709,Phone,6/9/2015,6/9/2015,Wells Fargo,Closed with explanation,Yes,
1414087,Credit card,,APR or interest rate,,GA,30268,Web,6/9/2015,6/10/2015,Capital One,In progress,Yes,
1412126,Credit card,,Credit card protection / Debt protection,,PA,15301,Web,6/9/2015,6/9/2015,GE Capital Retail,Closed with monetary relief,Yes,
1414117,Credit card,,Other fee,,WA,98021,Web,6/9/2015,6/10/2015,JPMorgan Chase,Closed with explanation,Yes,
1412091,Credit card,,Identity theft / Fraud / Embezzlement,,GA,30168,Web,6/9/2015,6/9/2015,Bank of America,In progress,Yes,
1412318,Credit card,,Other,,KY,40505,Web,6/9/2015,6/9/2015,U.S. Bancorp,Closed with explanation,Yes,
1412105,Credit card,,Other,,IL,60640,Web,6/9/2015,6/9/2015,Barclays,Closed with monetary relief,Yes,
1412102,Credit card,,Other,,FL,34609,Web,6/9/2015,6/9/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1413512,Credit card,,Closing/Cancelling account,,IN,47904,Web,6/9/2015,6/10/2015,Amex,Closed with explanation,Yes,Yes
1412327,Credit card,,Unsolicited issuance of credit card,,GA,30517,Web,6/9/2015,6/11/2015,PayPal,Closed with explanation,Yes,
1412465,Credit card,,Identity theft / Fraud / Embezzlement,,MS,39202,Web,6/9/2015,6/9/2015,Capital One,Closed with explanation,Yes,
1412322,Credit card,,Other,,IL,60025,Web,6/9/2015,6/9/2015,Capital One,In progress,Yes,
1412354,Credit card,,Late fee,,NJ,7666,Fax,6/9/2015,6/10/2015,Bank of America,Closed with explanation,Yes,
1413283,Credit card,,Billing statement,,NJ,7726,Web,6/9/2015,6/12/2015,Citibank,Closed with explanation,Yes,Yes
1413246,Credit card,,Delinquent account,,NJ,8330,Web,6/9/2015,6/9/2015,First National Bank of Omaha,Closed with non-monetary relief,Yes,
1413081,Credit card,,Closing/Cancelling account,,FL,33132,Web,6/9/2015,6/9/2015,Citibank,Closed with explanation,Yes,
1412022,Credit card,,Billing statement,,MA,2482,Web,6/8/2015,6/9/2015,Citibank,Closed with monetary relief,Yes,
1410346,Credit card,,APR or interest rate,,NJ,8054,Web,6/8/2015,6/8/2015,Citibank,Closed with explanation,Yes,
1410383,Credit card,,Billing disputes,,OH,45238,Referral,6/8/2015,6/12/2015,GE Capital Retail,Closed with monetary relief,Yes,
1410393,Credit card,,Credit line increase/decrease,,AK,99519,Web,6/8/2015,6/8/2015,Citibank,Closed with non-monetary relief,Yes,
1410467,Credit card,,Customer service / Customer relations,,TN,37620,Web,6/8/2015,6/8/2015,GE Capital Retail,Closed with explanation,Yes,
1411677,Credit card,,Delinquent account,,IL,60445,Web,6/8/2015,6/8/2015,U.S. Bancorp,Closed with explanation,Yes,Yes
1410734,Credit card,,Customer service / Customer relations,,CA,92122,Web,6/8/2015,6/8/2015,Barclays,Closed with non-monetary relief,Yes,
1410633,Credit card,,Credit card protection / Debt protection,,CA,92563,Web,6/8/2015,6/8/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1410733,Credit card,,Closing/Cancelling account,,OH,45135,Web,6/8/2015,6/8/2015,Capital One,In progress,Yes,
1409886,Credit card,,Advertising and marketing,,PA,19128,Web,6/8/2015,6/8/2015,GE Capital Retail,Closed with monetary relief,Yes,
1409904,Credit card,,Billing statement,,FL,32312,Web,6/8/2015,6/8/2015,Capital One,Closed with non-monetary relief,Yes,
1409915,Credit card,,Forbearance / Workout plans,,MO,63137,Referral,6/8/2015,6/10/2015,Citibank,Closed with explanation,Yes,
1411679,Credit card,,Delinquent account,,IL,60445,Web,6/8/2015,6/8/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1410808,Credit card,,APR or interest rate,,IL,60201,Web,6/8/2015,6/8/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1411678,Credit card,,Delinquent account,,IL,60445,Web,6/8/2015,6/8/2015,Bank of America,Closed with explanation,Yes,Yes
1410866,Credit card,,Credit determination,,NY,11239,Postal mail,6/8/2015,6/10/2015,GE Capital Retail,Closed with explanation,Yes,
1410965,Credit card,,Other,,NY,10023,Web,6/8/2015,6/10/2015,Citibank,Closed with monetary relief,Yes,
1410948,Credit card,,Other,,CA,91942,Web,6/8/2015,6/10/2015,Citibank,Closed with explanation,Yes,Yes
1410851,Credit card,,Transaction issue,,FL,32503,Web,6/8/2015,6/10/2015,TD Bank,Closed with monetary relief,Yes,
1410941,Credit card,,Rewards,,CA,91403,Web,6/8/2015,6/8/2015,Citibank,Closed with explanation,Yes,
1410949,Credit card,,Identity theft / Fraud / Embezzlement,,NV,89178,Web,6/8/2015,6/8/2015,Citibank,Closed with monetary relief,Yes,
1410982,Credit card,,Delinquent account,,NC,28314,Web,6/8/2015,6/8/2015,Capital One,In progress,Yes,
1409990,Credit card,,Transaction issue,,MD,21231,Web,6/8/2015,6/8/2015,JPMorgan Chase,Closed with explanation,Yes,
1411029,Credit card,,Identity theft / Fraud / Embezzlement,,ID,83616,Web,6/8/2015,6/11/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1411109,Credit card,,Payoff process,,ME,4240,Web,6/8/2015,6/8/2015,Discover,In progress,Yes,
1410503,Credit card,,Credit line increase/decrease,,CA,91401,Web,6/8/2015,6/8/2015,Bank of America,Closed with explanation,Yes,
1410087,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33176,Web,6/8/2015,6/8/2015,Citibank,Closed with explanation,Yes,Yes
1411242,Credit card,,Credit determination,,CA,91364,Referral,6/8/2015,6/10/2015,Bank of America,In progress,Yes,
1411270,Credit card,,Identity theft / Fraud / Embezzlement,,CA,91701,Web,6/8/2015,6/11/2015,Citibank,Closed with non-monetary relief,Yes,
1411348,Credit card,,Billing disputes,,DC,20011,Web,6/8/2015,6/10/2015,Bank of America,Closed with explanation,Yes,
1411439,Credit card,,Other fee,,VT,5822,Web,6/8/2015,6/8/2015,Capital One,Closed with explanation,Yes,
1413742,Credit card,,Closing/Cancelling account,,VA,22031,Web,6/8/2015,6/11/2015,Citibank,Closed with explanation,Yes,
1411642,Credit card,,Customer service / Customer relations,,PA,16411,Web,6/8/2015,6/11/2015,"Financial Credit Service, Inc.",Closed with explanation,Yes,
1411647,Credit card,,Other fee,,TN,37777,Postal mail,6/8/2015,6/10/2015,Amex,Closed with explanation,Yes,Yes
1413565,Credit card,,Closing/Cancelling account,,NY,10469,Web,6/8/2015,6/9/2015,Capital One,In progress,Yes,
1411669,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33170,Web,6/8/2015,6/11/2015,Encore Capital Group,Closed with explanation,Yes,
1411687,Credit card,,Other fee,,CA,95121,Referral,6/8/2015,6/10/2015,Citibank,Closed with explanation,Yes,
1412056,Credit card,,Credit determination,,IL,60611,Web,6/8/2015,6/9/2015,Citibank,Closed with explanation,Yes,
1411590,Credit card,,Credit line increase/decrease,,IL,60605,Web,6/8/2015,6/10/2015,TD Bank,Closed with explanation,Yes,
1412025,Credit card,,Billing disputes,,MN,56579,Web,6/8/2015,6/9/2015,JPMorgan Chase,Closed with monetary relief,Yes,
1412039,Credit card,,Closing/Cancelling account,,AL,35128,Web,6/8/2015,6/9/2015,Bank of America,Closed with explanation,Yes,
1412082,Credit card,,Closing/Cancelling account,,DE,19711,Web,6/8/2015,6/9/2015,Discover,Closed with explanation,Yes,
1409991,Credit card,,Billing disputes,,NJ,7849,Phone,6/8/2015,6/10/2015,Barclays,In progress,Yes,
1411523,Credit card,,Identity theft / Fraud / Embezzlement,,KS,66614,Postal mail,6/8/2015,6/10/2015,U.S. Bancorp,Closed with monetary relief,Yes,
1411478,Credit card,,Identity theft / Fraud / Embezzlement,,GA,31907,Web,6/8/2015,6/8/2015,Bank of America,Closed with explanation,Yes,
1411323,Credit card,,Billing disputes,,PA,15037,Web,6/8/2015,6/8/2015,Capital One,Closed with non-monetary relief,Yes,
1409676,Credit card,,Customer service / Customer relations,,OR,97123,Web,6/7/2015,6/7/2015,Capital One,Closed with explanation,Yes,
1409688,Credit card,,Late fee,,IL,61523,Web,6/7/2015,6/7/2015,Citibank,Closed with monetary relief,Yes,Yes
1409687,Credit card,,APR or interest rate,,TX,76905,Web,6/7/2015,6/7/2015,GE Capital Retail,Closed with explanation,Yes,
1409727,Credit card,,Advertising and marketing,,WI,53132,Web,6/7/2015,6/7/2015,U.S. Bancorp,Closed with explanation,Yes,
